t,X,Y,Z,V_X,V_Y,V_Z
0.000000000000000000e+00,-1.634731590747833252e-01,1.053479388356208801e-01,-1.214440941810607910e+00,3.686340218965567517e-01,1.921720128569512354e-01,-2.707711614043416759e+00
0.000000000000000000e+00,-2.096745967864990234e-01,1.352787017822265625e-01,-1.504632115364074707e+00,4.512194275212456640e-01,1.147187003608686751e-01,-3.172121240121045016e+00
0.000000000000000000e+00,-2.614706456661224365e-01,1.688564866781234741e-01,-1.836970090866088867e+00,5.131649918855596404e-01,1.488471541308142299e-02,-3.334098039665744473e+00
0.000000000000000000e+00,-3.162758648395538330e-01,2.044004499912261963e-01,-2.174562215805053711e+00,5.507268039946953131e-01,-8.057702632263788467e-02,-3.303530159833521385e+00
0.000000000000000000e+00,-3.717427253723144531e-01,2.403848618268966675e-01,-2.495493888854980469e+00,5.741780247321484065e-01,-1.524735703474359716e-01,-3.211355886480856014e+00
0.000000000000000000e+00,-4.309239983558654785e-01,2.787839174270629883e-01,-2.816637277603149414e+00,5.971180858691309545e-01,-1.962225307312323586e-01,-3.124843335576141801e+00
0.000000000000000000e+00,-4.920220673084259033e-01,3.184230327606201172e-01,-3.131987333297729492e+00,6.263694781202726602e-01,-2.059012062678288457e-01,-3.104695308960790712e+00
0.000000000000000000e+00,-5.549902319908142090e-01,3.592614233493804932e-01,-3.451208829879760742e+00,6.624289345298941534e-01,-1.824163130538996036e-01,-3.207944678246054782e+00
0.000000000000000000e+00,-6.179109811782836914e-01,4.000459611415863037e-01,-3.779428720474243164e+00,6.989019469587708366e-01,-1.336593816720828554e-01,-3.480302779803456481e+00
0.000000000000000000e+00,-6.846219897270202637e-01,4.432539045810699463e-01,-4.155519008636474609e+00,7.314124535791428627e-01,-6.932180738000059961e-02,-3.913582365972598343e+00
0.000000000000000000e+00,-7.509518861770629883e-01,4.861814677715301514e-01,-4.556591510772705078e+00,7.548545792653512665e-01,-8.625642841996516985e-03,-4.183285111262698308e+00
0.000000000000000000e+00,-8.184679150581359863e-01,5.298461318016052246e-01,-4.978434085845947266e+00,7.715274221658681153e-01,3.941224045241545348e-02,-4.345134411456709422e+00
0.000000000000000000e+00,-8.890312910079956055e-01,5.754520297050476074e-01,-5.427464485168457031e+00,7.849404649216488172e-01,6.990629588204719247e-02,-4.473162355930432099e+00
0.000000000000000000e+00,-9.583527445793151855e-01,6.202291846275329590e-01,-5.876083374023437500e+00,7.968843659826677639e-01,7.993229205117355352e-02,-4.608584297762584825e+00
0.000000000000000000e+00,-1.028408646583557129e+00,6.654578447341918945e-01,-6.339477539062500000e+00,8.085835480993593949e-01,7.268406558412857099e-02,-4.758699113590400209e+00
0.000000000000000000e+00,-1.099083304405212402e+00,7.110682129859924316e-01,-6.811814785003662109e+00,8.193381813770718169e-01,5.277349431748479258e-02,-4.780053719552207703e+00
0.000000000000000000e+00,-1.172432303428649902e+00,7.583901286125183105e-01,-7.298027038574218750e+00,8.284849787739813065e-01,2.701770688727483938e-02,-4.763012890916909825e+00
0.000000000000000000e+00,-1.246276497840881348e+00,8.060211539268493652e-01,-7.782330513000488281e+00,8.357258882294368307e-01,3.093562732021187811e-03,-4.743651355249379975e+00
0.000000000000000000e+00,-1.320593476295471191e+00,8.539494276046752930e-01,-8.264739036560058594e+00,8.417319911496528029e-01,-1.436559442469173553e-02,-4.725724462959661309e+00
0.000000000000000000e+00,-1.395370602607727051e+00,9.021686911582946777e-01,-8.745408058166503906e+00,8.472116916818850374e-01,-2.356435862492931022e-02,-4.709422456056500117e+00
0.000000000000000000e+00,-1.470601677894592285e+00,9.506763219833374023e-01,-9.224493980407714844e+00,8.525634987636989681e-01,-2.504746891130327224e-02,-4.694603723029093345e+00
0.000000000000000000e+00,-1.544053077697753906e+00,9.980325698852539062e-01,-9.688106536865234375e+00,8.576879652001363485e-01,-2.103124318816437799e-02,-4.681465479420404030e+00
0.000000000000000000e+00,-1.617933154106140137e+00,1.045661449432373047e+00,-1.015046977996826172e+01,8.626864987739161217e-01,-1.406867406128947673e-02,-4.669428480357387556e+00
0.000000000000000000e+00,-1.692248106002807617e+00,1.093566417694091797e+00,-1.061168003082275391e+01,8.674912112352891613e-01,-6.445231496180148234e-03,-4.658363390096846857e+00
0.000000000000000000e+00,-1.767007231712341309e+00,1.141753315925598145e+00,-1.107182693481445312e+01,8.720914519060614101e-01,9.960756387733527006e-05,-4.648142995630720087e+00
0.000000000000000000e+00,-1.842224717140197754e+00,1.190230846405029297e+00,-1.153098011016845703e+01,8.765067571766550492e-01,4.563840203876678991e-03,-4.638636827850148414e+00
0.000000000000000000e+00,-1.920221805572509766e+00,1.240493655204772949e+00,-1.200307083129882812e+01,8.808880682916059301e-01,6.694416754764315192e-03,-4.629446908496290369e+00
