t,X,Y,Z,V_X,V_Y,V_Z
0.000000000000000000e+00,-8.419375121593475342e-02,-1.369252204895019531e-01,-1.639620304107666016e+00,-6.420803663132031158e-02,-2.960274821661195155e-01,-2.243178696223649737e+00
0.000000000000000000e+00,-1.034911721944808960e-01,-1.684252917766571045e-01,-1.859265089035034180e+00,6.806884858409703587e-03,-3.330674751200501382e-01,-2.211044050975305542e+00
0.000000000000000000e+00,-1.245417371392250061e-01,-2.028185576200485229e-01,-2.082379102706909180e+00,9.498080082965626447e-02,-3.480605418725044586e-01,-2.180262381195465782e+00
0.000000000000000000e+00,-1.459837853908538818e-01,-2.378783226013183594e-01,-2.296118021011352539e+00,1.871348514118685302e-01,-3.359722955748326578e-01,-2.153264248201201880e+00
0.000000000000000000e+00,-1.690047830343246460e-01,-2.755396664142608643e-01,-2.513730764389038086e+00,2.797100788181907105e-01,-2.946944753990103361e-01,-2.128225939523533228e+00
0.000000000000000000e+00,-1.921564042568206787e-01,-3.134232461452484131e-01,-2.722676515579223633e+00,3.585990733603970915e-01,-2.280998151861023393e-01,-2.106369361487503866e+00
0.000000000000000000e+00,-2.167545706033706665e-01,-3.536719381809234619e-01,-2.935857295989990234e+00,4.205140041267790840e-01,-1.363173476698767150e-01,-2.086113282263938551e+00
0.000000000000000000e+00,-2.420290857553482056e-01,-3.950175344944000244e-01,-3.147129535675048828e+00,4.557950099573722103e-01,-3.502097620914798592e-02,-2.067924268120896247e+00
0.000000000000000000e+00,-2.678938806056976318e-01,-4.373163282871246338e-01,-3.354464292526245117e+00,4.679035330131819381e-01,4.902885662091377439e-02,-1.993633277983288377e+00
0.000000000000000000e+00,-2.942548394203186035e-01,-4.804151952266693115e-01,-3.552589893341064453e+00,4.708761719412169477e-01,1.038847430827934126e-01,-1.906902101690105322e+00
0.000000000000000000e+00,-3.210735023021697998e-01,-5.242485404014587402e-01,-3.744637727737426758e+00,4.755266244645087736e-01,1.285352163984823382e-01,-1.880243309456880896e+00
0.000000000000000000e+00,-3.475281596183776855e-01,-5.674681663513183594e-01,-3.932669639587402344e+00,4.856188140845298373e-01,1.256855581455932069e-01,-1.943180438084266548e+00
0.000000000000000000e+00,-3.752076327800750732e-01,-6.126646399497985840e-01,-4.136055469512939453e+00,5.002176526068682350e-01,9.930509922078922802e-02,-2.027660264920482902e+00
0.000000000000000000e+00,-4.032482504844665527e-01,-6.584261655807495117e-01,-4.342769622802734375e+00,5.139433138680381541e-01,5.954224744722222407e-02,-2.027530325718523319e+00
0.000000000000000000e+00,-4.315982758998870850e-01,-7.046673297882080078e-01,-4.548746109008789062e+00,5.235630432471782836e-01,1.877910173350944012e-02,-2.016708320981807745e+00
0.000000000000000000e+00,-4.602250754833221436e-01,-7.513339519500732422e-01,-4.753617286682128906e+00,5.295032400109102033e-01,-1.371717607320502297e-02,-2.005768719583151949e+00
0.000000000000000000e+00,-4.891014695167541504e-01,-7.983816266059875488e-01,-4.957444667816162109e+00,5.338017646266456362e-01,-3.332187712600495622e-02,-1.995806074483100101e+00
0.000000000000000000e+00,-5.182034373283386230e-01,-8.457723855972290039e-01,-5.160328865051269531e+00,5.380044257342255776e-01,-3.971894373604020756e-02,-1.986840128804018502e+00
