t,X,Y,Z,V_X,V_Y,V_Z
0.000000000000000000e+00,-9.396649695452528039e-01,-2.896616763016364171e-01,-4.168593954418609027e-02,7.165354297940722539e-01,7.165354297940722539e-01,7.165354297940722539e-01
0.000000000000000000e+00,-9.397010805166446934e-01,-2.918954841813716783e-01,-4.821063998541552653e-02,7.007874212355660326e-01,7.007874212355660326e-01,7.007874212355660326e-01
0.000000000000000000e+00,-9.390338788519306812e-01,-2.932251317288331327e-01,-4.152437993338797817e-02,6.850393664378582326e-01,6.850393664378582326e-01,6.850393664378582326e-01
0.000000000000000000e+00,-9.391877181972058120e-01,-2.912572533585902068e-01,-3.824506411228167924e-02,6.692913116401502105e-01,6.692913116401502105e-01,6.692913116401502105e-01
0.000000000000000000e+00,-9.375012219125589130e-01,-2.924980685633918887e-01,-4.625835998726535170e-02,7.165354297940722539e-01,7.165354297940722539e-01,7.165354297940722539e-01
0.000000000000000000e+00,-9.377513371575523227e-01,-2.924980685633918887e-01,-4.984208571950976552e-02,7.007874212355660326e-01,7.007874212355660326e-01,7.007874212355660326e-01
0.000000000000000000e+00,-9.381971037995098239e-01,-2.901874974366462911e-01,-5.046992174519826513e-02,6.850393664378582326e-01,6.850393664378582326e-01,6.850393664378582326e-01
0.000000000000000000e+00,-9.382559530659053681e-01,-2.879306605221507720e-01,-4.565283786927820664e-02,6.692913116401502105e-01,6.692913116401502105e-01,6.692913116401502105e-01
0.000000000000000000e+00,-9.390942772899983915e-01,-2.856200893954052855e-01,-5.163211699268299704e-02,6.377952945231377679e-01,6.377952945231377679e-01,6.377952945231377679e-01
0.000000000000000000e+00,-9.390942772899983915e-01,-2.856200893954052855e-01,-5.163211699268299704e-02,6.220472397254297459e-01,6.220472397254297459e-01,6.220472397254297459e-01
0.000000000000000000e+00,-9.399061383556279736e-01,-2.825572392971611446e-01,-5.483701127241258355e-02,6.062991849277219458e-01,6.062991849277219458e-01,6.062991849277219458e-01
0.000000000000000000e+00,-9.338313537952954713e-01,-2.977618323196801198e-01,-3.038395645325131511e-02,7.795276027457023194e-01,7.795276027457023194e-01,7.795276027457023194e-01
0.000000000000000000e+00,-9.343318308939637662e-01,-2.942877510963021193e-01,-2.858760318522302057e-02,7.637795479479942973e-01,7.637795479479942973e-01,7.637795479479942973e-01
0.000000000000000000e+00,-9.358730496284767275e-01,-2.917907552169991536e-01,-4.928898091808797677e-02,7.165354297940722539e-01,7.165354297940722539e-01,7.165354297940722539e-01
0.000000000000000000e+00,-9.361406541073330478e-01,-2.917907552169991536e-01,-5.290571717245307060e-02,7.007874212355660326e-01,7.007874212355660326e-01,7.007874212355660326e-01
0.000000000000000000e+00,-9.361126871709970487e-01,-2.908136698729240077e-01,-5.029935343122837743e-02,6.850393664378582326e-01,6.850393664378582326e-01,6.850393664378582326e-01
0.000000000000000000e+00,-9.365927550974414428e-01,-2.878281313215834691e-01,-4.978246478833003863e-02,6.692913116401502105e-01,6.692913116401502105e-01,6.692913116401502105e-01
0.000000000000000000e+00,-9.368461701928203489e-01,-2.838655074261678957e-01,-4.305417156133029000e-02,6.377952945231377679e-01,6.377952945231377679e-01,6.377952945231377679e-01
0.000000000000000000e+00,-9.374772641456508016e-01,-2.803914262027897841e-01,-4.305417156133029000e-02,6.220472397254297459e-01,6.220472397254297459e-01,6.220472397254297459e-01
0.000000000000000000e+00,-9.370124234892482917e-01,-2.792514933013687806e-01,-2.976948422074721101e-02,6.062991849277219458e-01,6.062991849277219458e-01,6.062991849277219458e-01
0.000000000000000000e+00,-9.319633647638171370e-01,-2.979021931879854979e-01,-3.247769457370408563e-02,7.795276027457023194e-01,7.795276027457023194e-01,7.795276027457023194e-01
0.000000000000000000e+00,-9.320993347362287462e-01,-2.961476066450504652e-01,-2.882556240198397290e-02,7.637795479479942973e-01,7.637795479479942973e-01,7.637795479479942973e-01
0.000000000000000000e+00,-9.324411114603362583e-01,-2.937898809779815323e-01,-2.763150608598863300e-02,7.480314931502864972e-01,7.480314931502864972e-01,7.480314931502864972e-01
